timestamp,bitcoin_price,bitcoin_volume,bitcoin_market_cap,bitcoin_returns,bitcoin_volatility
2023-10-11 00:00:00,27392.247702732497,10151720983.669058,535200388379.76337,0.0026013034784148296,0.4774856560131923
2023-10-12 00:00:00,26842.190439092396,14608441295.942532,523656381533.04626,-0.020080764076371493,0.4774856560131923
2023-10-13 00:00:00,26729.137205815106,10867640258.925844,521607675083.3507,-0.004211773757205828,0.4774856560131923
2023-10-14 00:00:00,26841.136220644406,14344414895.617512,523655619453.7407,0.004190147028200197,0.4774856560131923
2023-10-15 00:00:00,26863.183569079916,5543160607.188677,523979202939.078,0.0008214014583538543,0.4774856560131923
2023-10-16 00:00:00,27150.29700140705,6604845643.42894,529643463244.3381,0.010687989812853127,0.4774856560131923
2023-10-17 00:00:00,28513.30993247735,22792799561.834,555338775502.1107,0.05020250537221238,0.4774856560131923
2023-10-18 00:00:00,28417.72175169982,10403248077.491972,555003134086.2079,-0.003352405631050659,0.4182698483406254
2023-10-19 00:00:00,28328.245198134824,13461030457.558897,553311088369.7102,-0.0031486181174831263,0.37050238571537586
2023-10-20 00:00:00,28715.748142407952,11193923144.463654,559364043794.7655,0.013679031001138098,0.3572569322073782
2023-10-21 00:00:00,29677.392888476206,23561406297.715862,579536788709.3126,0.03348840995885727,0.3874441123408037
2023-10-22 00:00:00,29920.07449265145,7452489477.484937,583719549318.5221,0.008177322215843219,0.37494017196099233
2023-10-23 00:00:00,30019.38050086351,11330304246.065748,583399133857.2509,0.0033190428130935867,0.38455672457262047
2023-10-24 00:00:00,32953.262760830985,35558857925.14893,641535355789.0791,0.0977329382224621,0.6866076636112595
2023-10-25 00:00:00,33846.72425733224,46464714676.18555,660676033939.1393,0.02711299038841286,0.6542380663400541
2023-10-26 00:00:00,34471.986031672015,23840463172.498646,673948847498.8158,0.018473332000638942,0.6134657158456663
2023-10-27 00:00:00,34174.451552912586,17712548549.578587,667401630872.5822,-0.008631196313611311,0.6659483186143612
2023-10-28 00:00:00,33899.09305644032,14148818689.499771,662119938018.2968,-0.008057437177767968,0.7028202258065505
2023-10-29 00:00:00,34092.630932838576,8431785274.868206,665892923223.9833,0.005709234641647409,0.7055095384335528
2023-10-30 00:00:00,34556.242814761616,10359013389.425524,674293769229.6088,0.013598595040562822,0.6951019340294131
2023-10-31 00:00:00,34498.70391946407,17075173423.648043,673508057017.6387,-0.0016650796096666642,0.26179824962347653
2023-11-01 00:00:00,34672.2892841885,16419150928.652367,676319525450.0793,0.005031648873814465,0.19744276453031326
2023-11-02 00:00:00,35457.45491210553,18642295524.912045,692543794894.7606,0.022645335630465224,0.21793246619313136
2023-11-03 00:00:00,34924.05545044328,20690186421.955303,681560028736.5514,-0.015043365717716584,0.24405530226938021
2023-11-04 00:00:00,34731.38136896784,17254049537.002068,677974451476.0634,-0.00551694466723196,0.23754562356411496
2023-11-05 00:00:00,35048.407834901074,10001404422.938835,685385094861.7168,0.00912795441578651,0.240709064540849
2023-11-06 00:00:00,35061.92874919579,12796779677.519655,684647430279.3319,0.0003857782743914573,0.2272762119392623
2023-11-07 00:00:00,35031.26888208706,12717348149.539808,683644463783.0627,-0.0008744489593839333,0.22654193640777648
2023-11-08 00:00:00,35436.53762957962,18582602380.374496,691660755958.351,0.011568771569670178,0.23613815384245407
2023-11-09 00:00:00,35795.080630710196,14717120833.223528,699187515031.6934,0.010117890322086431,0.18515679499458404
2023-11-10 00:00:00,36768.42081912672,38190964507.15763,717022051490.4104,0.027192009942881734,0.20694348550884156
2023-11-11 00:00:00,37344.249000720345,23152060053.421646,730760729870.4996,0.015660944059204374,0.1812608213039453
2023-11-12 00:00:00,37122.722824306555,12033297219.971031,720323851790.6948,-0.005932002445932616,0.21705194574193742
2023-11-13 00:00:00,37067.69698212008,8831221164.408867,725016899532.0363,-0.001482268486794558,0.22156907820653304
2023-11-14 00:00:00,36549.16204829837,18041088204.36723,714263437353.6985,-0.013988862973381533,0.2688455686568307
2023-11-15 00:00:00,35545.201433454065,22330924588.059715,694845286838.959,-0.027468772430886634,0.35505189962484207
2023-11-16 00:00:00,37903.66245166294,28479730068.295124,739215831747.2646,0.06635103820199939,0.5967944310689611
